case_id,variant,status,selected_action,oracle_action,gross_recovered_subunits,natural_recovery_subunits,realized_action_cost_subunits,expected_value_subunits,realized_value_subunits,regret_subunits,guardrail_violation,latency_ms
case_syn_002019,rules,ACTION_READY,RETRY_LATER,RETRY_LATER,138332,0,1300,,137032,0,0,0.0015999999050109182
case_syn_002020,rules,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,0,0,3800,,-3800,40961,0,0.002100000074278796
case_syn_002021,rules,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,,-3800,3800,0,0.0017999996089201886
case_syn_002022,rules,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,282779,3800,,-286579,286579,0,0.0018999999156221747
case_syn_002023,rules,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,115954,0,3800,,112154,0,0,0.0019000003703695256
case_syn_002024,rules,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,,-3800,3800,0,0.00199999976757681
case_syn_002025,rules,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,811997,0,3800,,808197,2500,0,0.0016999997569655534
case_syn_002026,rules,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,227352,0,3800,,223552,0,0,0.0021999999262334313
case_syn_002027,rules,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,464967,0,3800,,461167,2500,0,0.0015999999050109182
case_syn_002028,rules,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,,-3800,3800,0,0.0017000002117129043
case_syn_002029,rules,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,550725,0,3800,,546925,0,0,0.001499999598308932
case_syn_002030,rules,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,190295,0,3800,,186495,2500,0,0.0015999999050109182
case_syn_002031,rules,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,238918,0,3800,,235118,0,0,0.002100000074278796
case_syn_002032,rules,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,891402,0,3800,,887602,2500,0,0.0016999997569655534
case_syn_002033,rules,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,670364,3800,,-674164,674164,0,0.0018999999156221747
case_syn_002034,rules,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,,-3800,3800,0,0.0018000000636675395
case_syn_002035,rules,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,,0,0,0,0.0018000000636675395
case_syn_002036,rules,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,,0,1421,0,0.0012999998943996616
case_syn_002037,rules,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,,0,0,0,0.0012999998943996616
case_syn_002038,rules,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,,0,0,0,0.001500000053056283
case_syn_002039,rules,NO_ACTION,NO_ACTION,ONE_BOUNDED_NUDGE,0,0,0,,0,3011,0,0.0015999999050109182
case_syn_002040,rules,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,,0,0,0,0.0021999999262334313
case_syn_002041,rules,NO_ACTION,NO_ACTION,NO_ACTION,2206,2206,0,,0,0,0,0.0018999999156221747
case_syn_002042,rules,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,,0,0,0,0.0017000002117129043
case_syn_002043,rules,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,,0,0,0,0.0015999999050109182
case_syn_002044,rules,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,,0,0,0,0.001500000053056283
case_syn_002045,rules,ACTION_READY,RETRY_LATER,STANDARD_PAYMENT_LINK,0,0,1300,,-1300,459694,0,0.002499999936844688
case_syn_002046,rules,ACTION_READY,RETRY_LATER,STANDARD_PAYMENT_LINK,0,0,1300,,-1300,648177,0,0.0016999997569655534
case_syn_002047,rules,ACTION_READY,RETRY_LATER,STANDARD_PAYMENT_LINK,0,0,1300,,-1300,681227,0,0.001600000359758269
case_syn_002048,rules,ACTION_READY,RETRY_LATER,NO_ACTION,351334,351334,1300,,-1300,1300,0,0.0018000000636675395
case_syn_002049,rules,ACTION_READY,RETRY_LATER,NO_ACTION,0,735754,1300,,-737054,737054,0,0.0015999999050109182
case_syn_002050,rules,ACTION_READY,RETRY_LATER,ONE_BOUNDED_NUDGE,0,0,1300,,-1300,160458,0,0.0017000002117129043
case_syn_002051,rules,ACTION_READY,RETRY_LATER,ONE_BOUNDED_NUDGE,0,0,1300,,-1300,488175,0,0.0018000000636675395
case_syn_002052,rules,ACTION_READY,RETRY_LATER,NO_ACTION,0,832223,1300,,-833523,833523,0,0.0017000002117129043
case_syn_002053,rules,ACTION_READY,RETRY_LATER,NO_ACTION,0,0,1300,,-1300,1300,0,0.0016999997569655534
case_syn_002054,rules,ACTION_READY,RETRY_LATER,STANDARD_PAYMENT_LINK,0,0,1300,,-1300,708290,0,0.0018000000636675395
case_syn_002055,rules,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,,-3800,3800,0,0.0013999997463542968
case_syn_002056,rules,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,,-3800,3800,0,0.001500000053056283
case_syn_002057,rules,ACTION_READY,STANDARD_PAYMENT_LINK,ONE_BOUNDED_NUDGE,0,0,3800,,-3800,203643,0,0.0016999997569655534
case_syn_002058,rules,ACTION_READY,STANDARD_PAYMENT_LINK,ONE_BOUNDED_NUDGE,0,0,3800,,-3800,189131,0,0.009500000032858225
case_syn_002059,rules,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,,-3800,3800,0,0.001600000359758269
case_syn_002000,single_model,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,0,0,573473,0,5.010800000036397
case_syn_002001,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,602644,0,0.9778999997251958
case_syn_002002,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,688435,0,0.9213000003001071
case_syn_002003,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,96933,0,0.8601999998063548
case_syn_002004,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.9574999999131251
case_syn_002005,single_model,NO_ACTION,NO_ACTION,ONE_BOUNDED_NUDGE,0,0,0,0,0,495928,0,0.9006000000226777
case_syn_002006,single_model,NO_ACTION,NO_ACTION,ONE_BOUNDED_NUDGE,0,0,0,0,0,191045,0,0.9221000000252388
case_syn_002007,single_model,NO_ACTION,NO_ACTION,NO_ACTION,583455,583455,0,0,0,0,0,0.847799999974086
case_syn_002008,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8984000000964443
case_syn_002009,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,269946,0,0.8962000001702108
case_syn_002010,single_model,NO_ACTION,NO_ACTION,NO_ACTION,398736,398736,0,0,0,0,0,0.8471999999528634
case_syn_002011,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,742714,0,0.8542999999008316
case_syn_002012,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8417999997618608
case_syn_002013,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,783205,0,1.1007000002791756
case_syn_002014,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,859572,0,1.4185999998517218
case_syn_002015,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,876277,0,0.9227000000464614
case_syn_002016,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,165373,0,0.8576000000175554
case_syn_002017,single_model,NO_ACTION,NO_ACTION,NO_ACTION,258667,258667,0,0,0,0,0,0.8434000001216191
case_syn_002018,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8846999999150285
case_syn_002019,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,137032,0,0.888900000063586
case_syn_002020,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,37161,0,0.8541000001969223
case_syn_002021,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.9245999999620835
case_syn_002022,single_model,NO_ACTION,NO_ACTION,NO_ACTION,282779,282779,0,0,0,0,0,0.8609999999862339
case_syn_002023,single_model,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,0,0,112154,0,0.8486000001539651
case_syn_002024,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8801999997558596
case_syn_002025,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,810697,0,0.877299999956449
case_syn_002026,single_model,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,0,0,223552,0,0.8605000002717134
case_syn_002027,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,463667,0,0.8326000001943612
case_syn_002028,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8882000001904089
case_syn_002029,single_model,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,0,0,546925,0,0.8401000000048953
case_syn_002030,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,188995,0,0.9131000001616485
case_syn_002031,single_model,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,0,0,235118,0,0.9122000001298147
case_syn_002032,single_model,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,890102,0,0.8448000003227207
case_syn_002033,single_model,NO_ACTION,NO_ACTION,NO_ACTION,670364,670364,0,0,0,0,0,0.87340000027325
case_syn_002034,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8651999996800441
case_syn_002035,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8993999999802327
case_syn_002036,single_model,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,0,0,1421,0,0.8363000001736509
case_syn_002037,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8318000000144821
case_syn_002038,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8354999999937718
case_syn_002039,single_model,NO_ACTION,NO_ACTION,ONE_BOUNDED_NUDGE,0,0,0,0,0,3011,0,1.0714000000007218
case_syn_002040,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,1.6232999996645958
case_syn_002041,single_model,NO_ACTION,NO_ACTION,NO_ACTION,2206,2206,0,0,0,0,0,0.997799999822746
case_syn_002042,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8570999998482876
case_syn_002043,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8893999997781066
case_syn_002044,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.886499999978696
case_syn_002045,single_model,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,0,0,458394,0,0.8457999997517618
case_syn_002046,single_model,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,0,0,646877,0,0.8410999998886837
case_syn_002047,single_model,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,0,0,679927,0,0.9951000001819921
case_syn_002048,single_model,NO_ACTION,NO_ACTION,NO_ACTION,351334,351334,0,0,0,0,0,0.8793000001787732
case_syn_002049,single_model,NO_ACTION,NO_ACTION,NO_ACTION,735754,735754,0,0,0,0,0,0.8769000000938831
case_syn_002050,single_model,NO_ACTION,NO_ACTION,ONE_BOUNDED_NUDGE,0,0,0,0,0,159158,0,0.8612000001448905
case_syn_002051,single_model,NO_ACTION,NO_ACTION,ONE_BOUNDED_NUDGE,0,0,0,0,0,486875,0,0.8554999999432766
case_syn_002052,single_model,NO_ACTION,NO_ACTION,NO_ACTION,832223,832223,0,0,0,0,0,0.8591000000706117
case_syn_002053,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8990999999696214
case_syn_002054,single_model,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,0,0,706990,0,0.8506999997734965
case_syn_002055,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8505000000695873
case_syn_002056,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.9815999997044855
case_syn_002057,single_model,NO_ACTION,NO_ACTION,ONE_BOUNDED_NUDGE,0,0,0,0,0,199843,0,1.0259000000587548
case_syn_002058,single_model,NO_ACTION,NO_ACTION,ONE_BOUNDED_NUDGE,0,0,0,0,0,185331,0,1.0578999999779626
case_syn_002059,single_model,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8639000002403918
case_syn_002000,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,577273,0,3800,134034,573473,0,0,1.2130999998589687
case_syn_002001,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,0,0,3800,140273,-3800,606444,0,0.9540999999444466
case_syn_002002,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,689735,0,3800,160378,685935,2500,0,0.9659000002102403
case_syn_002003,full_recourse,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,96933,0,0.9655000003476744
case_syn_002004,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,52198,-3800,3800,0,0.9117999998125015
case_syn_002005,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,ONE_BOUNDED_NUDGE,0,0,3800,115967,-3800,499728,0,1.157100000000355
case_syn_002006,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,ONE_BOUNDED_NUDGE,0,0,3800,43870,-3800,194845,0,0.9558000001561595
case_syn_002007,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,583455,583455,3800,135480,-3800,3800,0,0.9610000001885055
case_syn_002008,full_recourse,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.9555999999975029
case_syn_002009,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,271246,0,3800,62078,267446,2500,0,0.974699999915174
case_syn_002010,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,398736,3800,92220,-402536,402536,0,0.9016000003612135
case_syn_002011,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,744014,0,3800,173145,740214,2500,0,0.9114999998018902
case_syn_002012,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,127961,-3800,3800,0,0.9368999999423977
case_syn_002013,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,0,0,3800,182700,-3800,787005,0,1.6654999999445863
case_syn_002014,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,0,0,3800,200813,-3800,863372,0,1.1630000003606256
case_syn_002015,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,877577,0,3800,204793,873777,2500,0,0.9735999997246836
case_syn_002016,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,0,0,3800,37007,-3800,169173,0,0.9202999999615713
case_syn_002017,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,258667,3800,59081,-262467,262467,0,0.9007000003293797
case_syn_002018,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,187109,-3800,3800,0,0.9033999999701336
case_syn_002019,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,138332,0,3800,30146,134532,2500,0,0.9046999998645333
case_syn_002020,full_recourse,NO_ACTION,NO_ACTION,RETRY_LATER,0,0,0,0,0,37161,0,0.9008000001813343
case_syn_002021,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,199077,-3800,3800,0,0.9869999998954881
case_syn_002022,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,282779,3800,64821,-286579,286579,0,0.9022999997796433
case_syn_002023,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,115954,0,3800,24707,112154,0,0,0.8960999998635089
case_syn_002024,full_recourse,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.8950999999797205
case_syn_002025,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,811997,0,3800,189206,808197,2500,0,0.9399999999004649
case_syn_002026,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,227352,0,3800,51599,223552,0,0,0.9080999998332118
case_syn_002027,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,464967,0,3800,107759,461167,2500,0,0.9000000000014552
case_syn_002028,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,144661,-3800,3800,0,0.8999000001495006
case_syn_002029,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,550725,0,3800,127825,546925,0,0,0.9092999998756568
case_syn_002030,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,190295,0,3800,42703,186495,2500,0,1.062499999989086
case_syn_002031,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,238918,0,3800,54366,235118,0,0,0.9340999999949418
case_syn_002032,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,RETRY_LATER,891402,0,3800,208091,887602,2500,0,0.8947999999691092
case_syn_002033,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,670364,3800,155832,-674164,674164,0,0.949899999795889
case_syn_002034,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,115379,-3800,3800,0,0.9124999996856786
case_syn_002035,full_recourse,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.9055000000444124
case_syn_002036,full_recourse,NO_ACTION,NO_ACTION,STANDARD_PAYMENT_LINK,0,0,0,0,0,1421,0,0.8952000002864224
case_syn_002037,full_recourse,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.9006000000226777
case_syn_002038,full_recourse,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.9277000003748981
case_syn_002039,full_recourse,NO_ACTION,NO_ACTION,ONE_BOUNDED_NUDGE,0,0,0,0,0,3011,0,1.3866999997844687
case_syn_002040,full_recourse,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,1.2259000000085507
case_syn_002041,full_recourse,NO_ACTION,NO_ACTION,NO_ACTION,2206,2206,0,0,0,0,0,1.0541000001467182
case_syn_002042,full_recourse,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.91999999995096
case_syn_002043,full_recourse,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.9006000000226777
case_syn_002044,full_recourse,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.9136000003309164
case_syn_002045,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,462194,0,3800,107110,458394,0,0,0.9081999996851664
case_syn_002046,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,650677,0,3800,151216,646877,0,0,0.9924999999384454
case_syn_002047,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,683727,0,3800,158968,679927,0,0,1.0384999995949329
case_syn_002048,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,351334,3800,81056,-355134,355134,0,0.9044000003086694
case_syn_002049,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,735754,735754,3800,171199,-3800,3800,0,0.9067000000868575
case_syn_002050,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,ONE_BOUNDED_NUDGE,0,0,3800,36182,-3800,162958,0,0.9432000001652341
case_syn_002051,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,ONE_BOUNDED_NUDGE,0,0,3800,113848,-3800,490675,0,0.9129000000029919
case_syn_002052,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,832223,3800,194003,-836023,836023,0,0.8944999999584979
case_syn_002053,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,NO_ACTION,0,0,3800,136265,-3800,3800,0,0.9373000002597109
case_syn_002054,full_recourse,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,710790,0,3800,165325,706990,0,0,0.9878999999273219
case_syn_002055,full_recourse,HUMAN_REVIEW,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.9422000002814457
case_syn_002056,full_recourse,HUMAN_REVIEW,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,1.0646000000633649
case_syn_002057,full_recourse,HUMAN_REVIEW,NO_ACTION,ONE_BOUNDED_NUDGE,0,0,0,0,0,199843,0,1.4360000000124273
case_syn_002058,full_recourse,HUMAN_REVIEW,NO_ACTION,ONE_BOUNDED_NUDGE,0,0,0,0,0,185331,0,1.0901999999077816
case_syn_002059,full_recourse,HUMAN_REVIEW,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0.9618000003683846
case_syn_002000,oracle,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,577273,0,3800,573473,573473,0,0,0
case_syn_002001,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,603944,0,1300,602644,602644,0,0,0
case_syn_002002,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,689735,0,1300,688435,688435,0,0,0
case_syn_002003,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,98233,0,1300,96933,96933,0,0,0
case_syn_002004,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002005,oracle,ACTION_READY,ONE_BOUNDED_NUDGE,ONE_BOUNDED_NUDGE,500028,0,4100,495928,495928,0,0,0
case_syn_002006,oracle,ACTION_READY,ONE_BOUNDED_NUDGE,ONE_BOUNDED_NUDGE,195145,0,4100,191045,191045,0,0,0
case_syn_002007,oracle,NO_ACTION,NO_ACTION,NO_ACTION,583455,583455,0,0,0,0,0,0
case_syn_002008,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002009,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,271246,0,1300,269946,269946,0,0,0
case_syn_002010,oracle,NO_ACTION,NO_ACTION,NO_ACTION,398736,398736,0,0,0,0,0,0
case_syn_002011,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,744014,0,1300,742714,742714,0,0,0
case_syn_002012,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002013,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,784505,0,1300,783205,783205,0,0,0
case_syn_002014,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,860872,0,1300,859572,859572,0,0,0
case_syn_002015,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,877577,0,1300,876277,876277,0,0,0
case_syn_002016,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,166673,0,1300,165373,165373,0,0,0
case_syn_002017,oracle,NO_ACTION,NO_ACTION,NO_ACTION,258667,258667,0,0,0,0,0,0
case_syn_002018,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002019,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,138332,0,1300,137032,137032,0,0,0
case_syn_002020,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,38461,0,1300,37161,37161,0,0,0
case_syn_002021,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002022,oracle,NO_ACTION,NO_ACTION,NO_ACTION,282779,282779,0,0,0,0,0,0
case_syn_002023,oracle,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,115954,0,3800,112154,112154,0,0,0
case_syn_002024,oracle,NO_ACTION,NO_ACTION,NO_ACTION,0,0,0,0,0,0,0,0
case_syn_002025,oracle,ACTION_READY,RETRY_LATER,RETRY_LATER,811997,0,1300,810697,810697,0,0,0
case_syn_002026,oracle,ACTION_READY,STANDARD_PAYMENT_LINK,STANDARD_PAYMENT_LINK,227352,0,3800,223552,223552,0,0,0
